CNPJ,SEQUENCIAL_DO_CNPJ,DV_DO_CNPJ,NOME_INSTITUIÇÃO,SEGMENTO,CÓD_COMPE_AG,NOME_AGÊNCIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICíPIO,UF,DATA_INÍCIO,DDD,FONE,ID_INSTALAÇÃO,ID_INSTALAÇÃO_ESTBAN,MUNICIPIO_IBGE
00.000.000,1183,54,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,881,VISCONDE RIO BRANCO,PCA.VINTE E OITO DE SETEMBRO 113,,,CENTRO,36520-000,VISCONDE DO RIO BRANCO,MG,1977-10-28 00:00:00,32,35514121,9999993394,A9993394,3172004
00.000.000,1185,16,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,857,LORENA,PCA.DR.ARNOLFO DE AZEVEDO 93,,,CENTRO,12600-210,LORENA,SP,1978-02-17 00:00:00,12,40033001,9999993393,A9993393,3527207
00.000.000,1188,69,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1844,AMOREIRAS,AV.DAS AMOREIRAS 1837,,,SAO BERNARDO,13030-405,CAMPINAS,SP,1990-09-06 00:00:00,19,32738311,9999993392,A9993392,3509502
00.000.000,1189,40,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1250,VILA ISABEL,BLVD.VINTE E OITO DE SETEMBRO 306-A,,,V.ISABEL,20551-031,RIO DE JANEIRO,RJ,1981-01-26 00:00:00,21,25769913,9999993391,A9993391,3304557
00.000.000,1191,64,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,945,MANGA,PCA.PRES.COSTA E SILVA 230,,,CENTRO,39460-000,MANGA,MG,1978-04-12 00:00:00,38,36151021,9999993390,A9993390,3139300
00.000.000,1193,26,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1195,EMPRESA BOM RETIRO,R JULIO CONCEICAO 438,,TERREO VAREJO,B RETIRO,01126-000,SAO PAULO,SP,1979-09-21 00:00:00,11,40033001,9999993389,A9993389,3550308
00.000.000,1194,7,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1821,ALPHAVILLE,AL.MAMORE 989,,TERREO ED.CRYSTAL TOWER,ALPHAVILLE,06454-040,BARUERI,SP,1990-09-06 00:00:00,11,41912944,9999993388,A9993388,3505708
00.000.000,1196,79,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1529,BARUERI,R.CAMPOS SALES 308/312,,,CENTRO,06401-000,BARUERI,SP,1991-03-22 00:00:00,11,40033001,9999993386,A9993386,3505708
00.000.000,1198,30,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,955,ORLEANS,AV.GETULIO VARGAS 11,,SALA 10,CENTRO,88870-000,ORLEANS,SC,1978-01-17 00:00:00,48,34660245,9999993385,A9993385,4211702
00.000.000,1200,90,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1117,PORTO NACIONAL,PCA.DO CENTENARIO 645,,,CENTRO,77500-000,PORTO NACIONAL,TO,1978-07-14 00:00:00,63,40033001,9999993384,A9993384,1718204
00.000.000,1201,70,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1055,DIONISIO CERQUEIRA,R.SETE DE SETEMBRO 880,,,CENTRO,89950-000,DIONISIO CERQUEIRA,SC,1978-05-02 00:00:00,49,36446400,9999993383,A9993383,4205001
00.000.000,1206,85,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1119,PRESIDENTE DUTRA,R.DR.PAULO RAMOS 572,,TERREO,CENTRO,65760-000,PRESIDENTE DUTRA,MA,1978-05-26 00:00:00,99,36631209,9999993381,A9993381,2109106
00.000.000,1208,47,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1010,ACARAU,AV.CEL.MANOEL DUCA SILVEIRA 135,,PCA.SAO SEBASTIAO,CENTRO,62580-000,ACARAU,CE,1978-06-01 00:00:00,88,36611108,9999993379,A9993379,2300200
00.000.000,1209,28,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,3261,PIRANGI,R.CAMPOS SALES 1085,,TERREO,CENTRO,15820-000,PIRANGI,SP,1991-03-11 00:00:00,17,33861911,9999993378,A9993378,3539004
00.000.000,1210,61,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1039,CASCAVEL,AV.PREF.VITORIANO ANTUNES 2471,,,CENTRO,62850-000,CASCAVEL,CE,1978-05-29 00:00:00,85,40033001,9999993377,A9993377,2303501
00.000.000,1211,42,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1166,URUBURETAMA,AV.MAJOR SALES 697,,TERREO,CENTRO,62650-000,URUBURETAMA,CE,1978-06-01 00:00:00,85,33531355,9999993376,A9993376,2313807
00.000.000,1212,23,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1011,AFRANIO,R.CEL.JUBILENO CAVALCANTI 60,,,CENTRO,56360-000,AFRANIO,PE,1978-06-01 00:00:00,87,38681041,9999993375,A9993375,2600203
00.000.000,1213,4,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1121,REDENCAO,R.PE.ANGELO S/N,,,CENTRO,62790-000,REDENCAO,CE,1978-05-29 00:00:00,85,33321023,9999993374,A9993374,2311603
00.000.000,1214,95,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1254,BONSUCESSO,AV NOVA YORK 115,,,BONSUCESSO,21041-040,RIO DE JANEIRO,RJ,1986-09-19 00:00:00,21,22700154,9999993373,A9993373,3304557
00.000.000,1215,76,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,2907,ICARAI,R.PRES.BACKER 124,,,ICARAI,24220-041,NITEROI,RJ,1986-09-08 00:00:00,21,36021300,9999993372,A9993372,3303302
00.000.000,1216,57,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1135,SAO FELIX ARAGUAIA,AV.DOM PEDRO CASALDALIGA S/N,,ESQ.C/AV.AEROPORTO,V.STO.ANTONIO,78670-000,SAO FELIX DO ARAGUAIA,MT,1978-07-24 00:00:00,66,35221341,9999993371,A9993371,5107859
00.000.000,1220,33,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1046,CONCEICAO ALAGOAS,R.PRES.VARGAS 405,,,CENTRO,38120-000,CONCEICAO DAS ALAGOAS,MG,1978-08-11 00:00:00,34,33213055,9999993367,A9993367,3117306
00.000.000,1221,14,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,978,SANTA ISABEL DO IVAI,AV.GUSTAVO BRIGAGAO 1271,,,CENTRO,87910-000,SANTA ISABEL DO IVAI,PR,1978-06-19 00:00:00,44,34531120,9999993366,A9993366,4123709
00.000.000,1223,86,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1102,NOVA PETROPOLIS,R.RUI BARBOSA 433,,,CENTRO,95150-000,NOVA PETROPOLIS,RS,1978-07-10 00:00:00,54,32811009,9999993364,A9993364,4313201
00.000.000,1224,67,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1043,CENTRALINA,AV.AFONSO PENA 745,,,CENTRO,38390-000,CENTRALINA,MG,1978-08-10 00:00:00,34,32671191,9999993363,A9993363,3115805
00.000.000,1225,48,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1023,BAIXO GUANDU,R.FRITZ VON LUTZOW 56,,TERREO,CENTRO,29730-000,BAIXO GUANDU,ES,1979-04-23 00:00:00,27,37321088,9999993362,A9993362,3200805
00.000.000,1228,90,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1090,LUZ,R.CEL.JOSE THOMAZ 800,,,CENTRO,35595-000,LUZ,MG,1978-09-15 00:00:00,37,34213130,9999993359,A9993359,3138807
00.000.000,1229,71,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1021,CAMPO GRANDE-RN,PCA.CEL.POMPEU JACOME S/N,,,CENTRO,59680-000,CAMPO GRANDE,RN,1978-08-29 00:00:00,84,33623500,9999993358,A9993358,2401305
00.000.000,1231,96,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1054,DELMIRO GOUVEIA,PCA.DELMIRO GOUVEIA 59,,,CENTRO,57480-000,DELMIRO GOUVEIA,AL,1978-09-15 00:00:00,82,36411180,9999993356,A9993356,2702405
00.000.000,1232,77,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1097,MINAS NOVAS,R.GETULIO VARGAS 158,,,CENTRO,39650-000,MINAS NOVAS,MG,1978-08-28 00:00:00,33,37641110,9999993355,A9993355,3141801
00.000.000,1233,58,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1112,PETROLANDIA,AV.MANOEL BORBA 53,,TERREO,CENTRO,56460-000,PETROLANDIA,PE,1978-06-01 00:00:00,87,40033001,9999993354,A9993354,2611002
00.000.000,1234,39,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1042,CEARA-MIRIM,R.HERACLIO VILAR 697,,,CENTRO,59570-000,CEARA-MIRIM,RN,1978-09-14 00:00:00,84,32742289,9999993353,A9993353,2402600
00.000.000,1235,10,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,963,PETROLINA,AV.DR.FERNANDO GOES 305,,,CENTRO,56304-020,PETROLINA,PE,1978-06-01 00:00:00,87,8007293001,9999993352,A9993352,2611101
00.000.000,1236,9,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1041,CAUCAIA,R.EDSON DA MOTA CORREIA 812,,,CENTRO,61600-040,CAUCAIA,CE,1978-05-29 00:00:00,85,33877550,9999993351,A9993351,2303709
00.000.000,1237,81,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1123,RIACHO DE SANTANA,R.COSME DE FARIAS 59,,TERREO,CENTRO,46470-000,RIACHO DE SANTANA,BA,1978-05-22 00:00:00,77,34572021,9999993350,A9993350,2926400
00.000.000,1238,62,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1066,GOIANINHA,R.VIGARIO ANTONIO MONTENEGRO 102,,,CENTRO,59173-000,GOIANINHA,RN,1978-06-01 00:00:00,84,32432220,9999993349,A9993349,2404200
00.000.000,1239,43,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1128,STA.MARIA BOA VISTA,R.DIOSCORO DE SA GONZAGA 162,,,CENTRO,56380-000,SANTA MARIA DA BOA VISTA,PE,1978-06-01 00:00:00,87,38691200,9999993348,A9993348,2612604
00.000.000,1240,87,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1130,SANTA LUZ,AV.NILTON OLIVEIRA SANTOS 20,,,CENTRO,48880-000,SANTALUZ,BA,1978-06-01 00:00:00,75,32652105,9999993347,A9993347,2928000
00.000.000,1241,68,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1165,UIRAUNA,R.JOSE VIEIRA BUJARY 165,,,CENTRO,58915-000,UIRAUNA,PB,1978-06-01 00:00:00,83,35342248,9999993346,A9993346,2516904
00.000.000,1242,49,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1028,BELEM SAO FRANCISCO,R.DOS ARTIFICES 1260,,,CENTRO,56440-000,BELEM DE SAO FRANCISCO,PE,1978-06-01 00:00:00,87,38761003,9999993345,A9993345,2601607
00.000.000,1245,91,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1109,PAU DOS FERROS,R.DA INDEPENDENCIA 1310,,,CENTRO,59900-000,PAU DOS FERROS,RN,1978-08-29 00:00:00,84,33512126,9999993342,A9993342,2409407
00.000.000,1246,72,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1115,POCO VERDE,LGO.DA TRINDADE 15,,,CENTRO,49490-000,POCO VERDE,SE,1978-06-01 00:00:00,79,35491308,9999993341,A9993341,2805505
00.000.000,1248,34,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1091,MACAUBAS,R.SENHOR DO BONFIM,268,TERREO,CENTRO,46500-000,MACAUBAS,BA,1978-09-11 00:00:00,77,34731059,9999993339,A9993339,2919801
00.000.000,1249,15,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1062,FORMOSA RIO PRETO,AV.MATRIZ 1329,,,CENTRO,47990-000,FORMOSA DO RIO PRETO,BA,1978-11-01 00:00:00,77,36162128,9999993338,A9993338,2911105
00.000.000,1250,59,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1107,PARIPIRANGA,PCA.RUY BARBOSA S/N,,TERREO,CENTRO,48430-000,PARIPIRANGA,BA,1978-10-30 00:00:00,75,32792104,9999993337,A9993337,2923803
00.000.000,1251,30,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1096,MIGUEL CALMON,AV.ODONEL MIRANDA RIOS 45,,TERREO,CENTRO,44720-000,MIGUEL CALMON,BA,1978-06-01 00:00:00,74,36271629,9999993336,A9993336,2921203
00.000.000,1252,10,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1168,WANDERLEY,R.SAO VICENTE DE PAULA 17,,,CENTRO,47940-000,WANDERLEY,BA,1978-07-31 00:00:00,77,36261133,9999993335,A9993335,2933455
00.000.000,1253,0,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1092,MARA ROSA,PRACA PREFEITO JOSE MAURICIO  364,,,CENTRO,76490-000,MARA ROSA,GO,1978-08-18 00:00:00,62,33661231,9999993334,A9993334,5212808
00.000.000,1254,82,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1076,ITABAIANINHA,PCA.FLORIANO PEIXOTO 27,,,CENTRO,49290-000,ITABAIANINHA,SE,1978-10-30 00:00:00,79,35441214,9999993333,A9993333,2803005
00.000.000,1255,63,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1089,LIVRAMENTO N.SENHORA,AV.DR.EDILSON PONTES 249,,TERREO,CENTRO,46140-000,LIVRAMENTO DE NOSSA SENHORA,BA,1978-06-01 00:00:00,77,34442084,9999993332,A9993332,2919504
00.000.000,1256,44,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,957,PALMEIRA,R.CONCEICAO 580,,,CENTRO,84130-000,PALMEIRA,PR,1978-07-24 00:00:00,42,32522603,9999993331,A9993331,4117701
00.000.000,1257,25,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1052,CUPIRA,PCA.MELO BASTOS 15,,,CENTRO,55460-000,CUPIRA,PE,1978-06-01 00:00:00,81,37381042,9999993330,A9993330,2605004
00.000.000,1258,6,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1025,BARRA DO MENDES,R.LANDULFO ALVES 20,,PREDIO,CENTRO,44990-000,BARRA DO MENDES,BA,1978-10-31 00:00:00,74,36541102,9999993329,A9993329,2903003
00.000.000,1259,97,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1099,MORRO DO CHAPEU,PCA.FLAVIANO GUIMARAES 1,,,CENTRO,44850-000,MORRO DO CHAPEU,BA,1978-09-12 00:00:00,74,36533750,9999993328,A9993328,2921708
00.000.000,1260,20,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,986,SERTANOPOLIS,R.PE.JONAS VAZ SANTOS 403,,,CENTRO,86170-000,SERTANOPOLIS,PR,1978-06-19 00:00:00,43,32328600,9999993327,A9993327,4126504
00.000.000,1262,92,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,942,MAGE,AV SIMAO DA MOTA  990,,,CENTRO,25900-001,MAGE,RJ,1979-01-22 00:00:00,21,36603200,9999993325,A9993325,3302502
00.000.000,1269,69,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1100,MUCUGE,PCA.CEL.PROPERCIO 100,,,CENTRO,46750-000,MUCUGE,BA,1978-06-01 00:00:00,75,33382218,9999993324,A9993324,2921906
00.000.000,1276,98,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1492,SORRISO,RUA DOS ESTADOS  434,,ESQUINA COM A MATO GROSSO,CENTRO,78890-000,SORRISO,MT,1989-10-16 00:00:00,66,35457777,9999993320,A9993320,5107925
00.000.000,1277,79,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1125,RUBIM,TV.MANOEL SARAIVA 314,,,CENTRO,39950-000,RUBIM,MG,1978-10-06 00:00:00,33,37461145,9999993319,A9993319,3156601
00.000.000,1278,50,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1111,PECANHA,AV.DOS BRAGAS 47,,,CENTRO,39700-000,PECANHA,MG,1979-03-12 00:00:00,33,34111424,9999993318,A9993318,3148608
00.000.000,1283,17,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1171,XIQUE-XIQUE,R.RUI BARBOSA 275,,PREDIO,CENTRO,47400-000,XIQUE-XIQUE,BA,1978-09-12 00:00:00,74,36611656,9999993317,A9993317,2933604
00.000.000,1284,6,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1081,ITUBERA,R.GETULIO VARGAS 37,,CASA,CENTRO,45435-000,ITUBERA,BA,1978-11-06 00:00:00,73,32561095,9999993316,A9993316,2917300
00.000.000,1286,60,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,918,DESCALVADO,AV.GUERINO OSVALDO 520,,,CENTRO,13690-000,DESCALVADO,SP,1978-11-10 00:00:00,19,35831905,9999993314,A9993314,3513702
00.000.000,1287,40,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1147,SIDROLANDIA,R.RIO GRANDE DO NORTE 160,,,CENTRO,79170-000,SIDROLANDIA,MS,1978-10-27 00:00:00,67,32721160,9999993313,A9993313,5007901
00.000.000,1288,21,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1161,TUCURUI,AV.RAIMUNDO VERIDIANO CARDOSO 42,,,BELA VISTA,68456-760,TUCURUI,PA,1979-04-23 00:00:00,94,37877600,9999993312,A9993312,1508100
00.000.000,1290,46,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1036,CARACARAI,R.D-SETE S/N,,QD.18 PCA.DO CENTRO CIVICO,CENTRO,69360-000,CARACARAI,RR,1978-10-02 00:00:00,95,35321176,9999993311,A9993311,1400209
00.000.000,1292,8,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1056,DOMINGOS MARTINS,R.JOAO BATISTA WERNERSBACH 67,,,CENTRO,29260-000,DOMINGOS MARTINS,ES,1978-10-02 00:00:00,27,32681390,9999993309,A9993309,3201902
00.000.000,1295,50,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,3123,FORMOSO DO ARAGUAIA,AV.RIO FORMOSO 255,,,CENTRO,77470-000,FORMOSO DO ARAGUAIA,TO,1991-03-15 00:00:00,63,33571100,9999993307,A9993307,1708205
00.000.000,1296,31,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1059,EXU,AV.RAIMUNDO CANUTO 255,,TERREO,CENTRO,56230-000,EXU,PE,1978-12-12 00:00:00,87,38791101,9999993306,A9993306,2605301
00.000.000,1298,1,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1140,SAO MIGUEL,R.DR.JOSE TORQUATO 327,,TERREO,CENTRO,59920-000,SAO MIGUEL,RN,1978-12-01 00:00:00,84,33532151,9999993305,A9993305,2412500
00.000.000,1300,52,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1088,LAJES,PCA.CEL.FRANCISCO PEDRO 100,,,CENTRO,59535-000,LAJES,RN,1978-12-01 00:00:00,84,35322027,9999993303,A9993303,2406700
00.000.000,1301,33,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1047,CONCEICAO DO COITE,PCA.DR.JOSE GONCALVES 43,,CASA,CENTRO,48730-000,CONCEICAO DO COITE,BA,1979-01-22 00:00:00,75,40033001,9999993302,A9993302,2908408
00.000.000,1302,14,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1150,SOLONOPOLE,R.ANTONIO VALTERNO N.PINHEIRO 15,,,DOMINGOS SAVIO,63620-000,SOLONOPOLE,CE,1978-12-04 00:00:00,88,35181155,9999993301,A9993301,2313005
00.000.000,1304,86,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1134,SAO BENTO,AV.SAO SEBASTIAO 735,,,CENTRO,58865-000,SAO BENTO,PB,1978-12-04 00:00:00,83,34442716,9999993300,A9993300,2513901
00.000.000,1305,67,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1065,GILBUES,R.ANISIO DE ABREU 600,,VIZINHO AOS CORREIOS,CENTRO,64930-000,GILBUES,PI,1982-12-13 00:00:00,89,35781151,9999993299,A9993299,2204402
00.000.000,1308,0,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1077,ITANHOMI,R.CAP.ANDRADE 74,,,CENTRO,35120-000,ITANHOMI,MG,1979-03-09 00:00:00,33,32311398,9999993298,A9993298,3133204
00.000.000,1309,90,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1160,TRES MARIAS,R.MAL.DEODORO DA FONSECA 190,,,CENTRO,39205-000,TRES MARIAS,MG,1979-02-09 00:00:00,38,40033001,9999993297,A9993297,3169356
00.000.000,1311,5,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1035,CANINDE,PCA.DA BASILICA 105,,TERREO,CENTRO,62700-000,CANINDE,CE,1982-12-24 00:00:00,85,33432001,9999993295,A9993295,2302800
00.000.000,1312,96,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1024,BARBALHA,R.PRINCESA ISABEL 118,,TERREO,CENTRO,63180-000,BARBALHA,CE,1979-03-01 00:00:00,88,35327850,9999993294,A9993294,2301901
00.000.000,1313,77,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1051,CRISTALINA,R.CEL.JOAO JOSE TAVEIRA 452,,CX.POSTAL 72,CENTRO,73850-000,CRISTALINA,GO,1979-02-21 00:00:00,61,36121079,9999993293,A9993293,5206206
00.000.000,1314,58,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1098,MIRAI,PCA.DR.MIGUEL PEREIRA 87,,,CENTRO,36790-000,MIRAI,MG,1979-02-23 00:00:00,32,34261314,9999993292,A9993292,3142205
00.000.000,1315,39,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1133,SANTO ESTEVAO,PCA.SETE DE SETEMBRO 112,,TERREO,CENTRO,44190-000,SANTO ESTEVAO,BA,1979-01-22 00:00:00,75,32451051,9999993291,A9993291,2928802
00.000.000,1320,4,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1139,SAO LUIS DO QUITUNDE,R.DR.FERNANDO SARMENTO 315,,TERREO,CENTRO,57920-000,SAO LUIS DO QUITUNDE,AL,1979-04-16 00:00:00,82,32541145,9999993289,A9993289,2708501
00.000.000,1321,87,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1080,ITIUBA,AV.GETULIO VARGAS 221,,TERREO,CENTRO,48850-000,ITIUBA,BA,1979-07-06 00:00:00,74,35461158,9999993288,A9993288,2917003
00.000.000,1322,68,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1057,EIRUNEPE,R.STA.TEREZINHA 362,,,CENTRO,69880-000,EIRUNEPE,AM,1979-06-18 00:00:00,97,34811345,9999993287,A9993287,1301407
00.000.000,1325,0,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1118,PRADO,AV.DOIS DE JULHO S/N,,PREDIO NA PCA.PRINCIPAL DE PRADO,CENTRO,45980-000,PRADO,BA,1982-12-13 00:00:00,73,32982111,9999993284,A9993284,2925501
00.000.000,1326,91,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1106,PARELHAS,PCA.FELIX GOMES 251,,,CENTRO,59360-000,PARELHAS,RN,1979-05-17 00:00:00,84,34712560,9999993283,A9993283,2408904
00.000.000,1329,34,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1145,SERRO,R.ANTONIO HONORIO PIRES 45,,TERREO,CENTRO,39150-000,SERRO,MG,1979-03-12 00:00:00,38,35411479,9999993280,A9993280,3167103
00.000.000,1330,78,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1031,BONITO-MS,R.LUIZ DA COSTA LEITE 2279,,,CENTRO,79290-000,BONITO,MS,1979-03-09 00:00:00,67,32551121,9999993279,A9993279,5002209
00.000.000,1331,59,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1114,PIRENOPOLIS,AVENIDA PREFEITO SIZENANDO JAIME  1,,,CENTRO,72980-000,PIRENOPOLIS,GO,1979-03-14 00:00:00,62,40033001,9999993278,A9993278,5217302
00.000.000,1332,30,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1105,PACAJUS,R.FRANCISCO MENEZES 395,,,CENTRO,62870-000,PACAJUS,CE,1979-05-02 00:00:00,85,33480096,9999993277,A9993277,2309607
00.000.000,1336,63,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1087,LAGO DA PEDRA,R.CEL.PEDRO BOGEA 210,,,CENTRO,65715-000,LAGO DA PEDRA,MA,1979-10-01 00:00:00,99,36441212,9999993274,A9993274,2105708
00.000.000,1342,1,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1048,CONDEUBA,PCA.JOVINO ARSENIO SILVA FILHO 53,,TERREO,CENTRO,46200-000,CONDEUBA,BA,1979-07-20 00:00:00,77,34452320,9999993269,A9993269,2908705
00.000.000,1343,92,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1180,SINOP,AV.GOVERNADOR JULIO CAMPOS 130,,,ST COMERCIAL,78550-260,SINOP,MT,1979-03-05 00:00:00,66,35114500,9999993268,A9993268,5107909
00.000.000,1344,73,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1084,JAGUAQUARA,PCA.J.J.SEABRA 172,,TERREO,CENTRO,45345-000,JAGUAQUARA,BA,1979-07-05 00:00:00,73,35342210,9999993267,A9993267,2917607
00.000.000,1345,54,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1063,FREI PAULO,PCA.CAP.JOAO TAVARES 180,,TERREO,CENTRO,49514-000,FREI PAULO,SE,1979-06-18 00:00:00,79,34471251,9999993266,A9993266,2802304
00.000.000,1346,35,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1067,GUIMARANIA,R.CONS.RUFINO 572,,,CENTRO,38730-000,GUIMARANIA,MG,1979-03-08 00:00:00,34,38341290,9999993265,A9993265,3128907
00.000.000,1347,16,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1101,MUTUIPE,R.CONS.JOAQUIM MOTA S/N,,PREDIO,CENTRO,45480-000,MUTUIPE,BA,1979-07-05 00:00:00,75,36352021,9999993264,A9993264,2922409
00.000.000,1348,5,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,3105,ENTRE-IJUIS,R.INTEGRACAO 220,,,CENTRO,98855-000,ENTRE IJUIS,RS,1991-04-19 00:00:00,55,33291200,9999993263,A9993263,4306932
00.000.000,1350,11,BANCO DO BRASIL S.A.,Banco do Brasil - Banco Multiplo,1045,COELHO NETO,AV.MAL.CORDEIRO DE FARIAS 855,,,CENTRO,65620-000,COELHO NETO,MA,1979-10-01 00:00:00,98,34731313,9999993261,A9993261,2103406
