CNPJ,SEQUENCIAL_DO_CNPJ,DV_DO_CNPJ,NOME_INSTITUIÇÃO,SEGMENTO,CÓD_COMPE_AG,NOME_AGÊNCIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICíPIO,UF,DATA_INÍCIO,DDD,FONE,ID_INSTALAÇÃO,ID_INSTALAÇÃO_ESTBAN,MUNICIPIO_IBGE
60.701.190,373.0,69.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,298.0,BARRETOS-SP,RUA 20 842,,,CENTRO,14780-070,BARRETOS,SP,1971-03-03 00:00:00,11.0,30034828.0,9999970130.0,A9970130,3505500.0
60.701.190,374.0,40.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,74.0,SAO PAULO/VILA FORMOSA,AV.DR.EDUARDO COTCHING - 1753,,,VILA FORMOSA,03356-001,SAO PAULO,SP,1971-05-14 00:00:00,11.0,30034828.0,9999970129.0,A9970129,3550308.0
60.701.190,375.0,20.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,293.0,NOVO HAMBURGO-RS,RUA JOAQUIM NABUCO 1019,,,CENTRO,93310-002,NOVO HAMBURGO,RS,1971-06-22 00:00:00,11.0,30034828.0,9999970128.0,A9970128,4313409.0
60.701.190,376.0,1.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,288.0,CUIABA-MT,AV. BARAO DE MELGACO 3605,,,CENTRO,78005-500,CUIABA,MT,1971-07-06 00:00:00,11.0,30034828.0,9999970127.0,A9970127,5103403.0
60.701.190,377.0,92.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,150.0,SAO PAULO/S.JUDAS TADEU,AV. JABAQUARA 2918,,,MIRANDOPÓLIS,04046-500,SAO PAULO,SP,1971-08-06 00:00:00,11.0,30034828.0,9999970126.0,A9970126,3550308.0
60.701.190,378.0,73.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,92.0,S.BERN.CAMPO/P.MUNICIPAL,AV. INDICO 15,,,CENTRO,09750-600,SAO BERNARDO DO CAMPO,SP,1971-08-04 00:00:00,11.0,30034828.0,9999970125.0,A9970125,3548708.0
60.701.190,379.0,54.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,62.0,SAO PAULO/VILA SONIA,AV. PROF. FRANCISCO MORATO 3209,,,VILA SONIA,05521-000,SAO PAULO,SP,1971-08-10 00:00:00,11.0,30034828.0,9999970124.0,A9970124,3550308.0
60.701.190,380.0,98.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,223.0,BOTUCATU-SP,RUA ARMANDO DE BARROS 633,,,CENTRO,18600-050,BOTUCATU,SP,1971-09-01 00:00:00,11.0,30034828.0,9999970123.0,A9970123,3507506.0
60.701.190,381.0,79.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,218.0,LINS-SP,RUA XV DE NOVEMBRO 177,,,CENTRO,16400-033,LINS,SP,1971-10-01 00:00:00,11.0,30034828.0,9999970122.0,A9970122,3527108.0
60.701.190,383.0,30.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,81.0,SAO PAULO/VILA MARIANA,RUA DOMINGOS DE MORAIS - 454,,,VILA MARIANA,04010-000,SAO PAULO,SP,1971-11-18 00:00:00,11.0,30034828.0,9999970120.0,A9970120,3550308.0
60.701.190,384.0,11.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,245.0,SANTOS/PONTA DA PRAIA-SP,AV. ALM. SALDANHA DA GAMA 111,,,PONTA DA PRAIA,11030-400,SANTOS,SP,1971-12-14 00:00:00,11.0,30034828.0,9999970119.0,A9970119,3548500.0
60.701.190,386.0,83.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,44.0,SERTAOZINHO-SP,RUA BARAO RIO BRANCO 1282,,,CENTRO,14160-570,SERTAOZINHO,SP,1972-01-12 00:00:00,11.0,30034828.0,9999970117.0,A9970117,3551702.0
60.701.190,388.0,45.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,253.0,COTIA-SP,AV. NOSSA SENHORA DE FATIMA 138,,,CENTRO,06700-000,COTIA,SP,1972-04-06 00:00:00,11.0,30034828.0,9999970115.0,A9970115,3513009.0
60.701.190,389.0,26.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,2773.0,NOVA ESPERANCA - PR.,PRACA DOM PEDRO II 126,,,CENTRO,87600-000,NOVA ESPERANCA,PR,2001-07-23 00:00:00,11.0,30034828.0,9999970114.0,A9970114,4116901.0
60.701.190,390.0,60.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,294.0,PELOTAS-RS,PRACA CEL. PEDRO OSORIO 164,,,CENTRO,96015-010,PELOTAS,RS,1972-06-06 00:00:00,11.0,30034828.0,9999970113.0,A9970113,4314407.0
60.701.190,391.0,40.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,289.0,FLORIANOPOLIS-SC,RUA TENENTE SILVEIRA 340,,,CENTRO,88010-301,FLORIANOPOLIS,SC,1972-06-06 00:00:00,11.0,30034828.0,9999970112.0,A9970112,4205407.0
60.701.190,392.0,21.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,364.0,RECIFE/BAIRRO BOA VIAGEM,AV.CONSELHEIRO AGUIAR - 4770,,,BOA VIAGEM,51021-020,RECIFE,PE,1972-06-23 00:00:00,11.0,30034828.0,9999970111.0,A9970111,2611606.0
60.701.190,396.0,55.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,3734.0,IBIPORA - PR.,AV. PARANA 127,,,CENTRO,86200-000,IBIPORA,PR,2001-07-16 00:00:00,11.0,30034828.0,9999970107.0,A9970107,4109807.0
60.701.190,398.0,17.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,2930.0,ASSAI - PR.,AV. RIO DE JANEIRO 498,,,CENTRO,86220-000,ASSAI,PR,2001-07-16 00:00:00,11.0,30034828.0,9999970105.0,A9970105,4101903.0
60.701.190,400.0,76.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,428.0,SAO PAULO/ALAMEDA BARROS,ALAMEDA BARROS - 832,,,S.CECILIA,01232-000,SAO PAULO,SP,1965-06-02 00:00:00,11.0,30034828.0,9999970103.0,A9970103,3550308.0
60.701.190,401.0,57.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,452.0,SAO PAULO/SILVIO ROMERO,PRACA SILVIO ROMERO,219,,TATUAPE,03323-000,SAO PAULO,SP,1966-09-03 00:00:00,11.0,30034828.0,9999970102.0,A9970102,3550308.0
60.701.190,402.0,38.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,467.0,SAO PAULO/VILA CARRAO,AV. CONSELHEIRO CARRAO 3360,,,VILA CARRÃO,03402-000,SAO PAULO,SP,1961-05-08 00:00:00,11.0,30034828.0,9999970101.0,A9970101,3550308.0
60.701.190,403.0,19.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,434.0,GUARUJA/VIC.DE CARVALHO,AV. THIAGO FERREIRA 761,,,VICENTE DE CARVALHO,11400-000,GUARUJA,SP,1958-12-10 00:00:00,11.0,30034828.0,9999970100.0,A9970100,3518701.0
60.701.190,404.0,8.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,462.0,PRAIA GRANDE-SP,AV. PRESIDENTE COSTA E SILVA 699,,,BOQUEIRÃO,11701-901,PRAIA GRANDE,SP,1966-12-19 00:00:00,11.0,30034828.0,9999970099.0,A9970099,3541000.0
60.701.190,405.0,80.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,435.0,SANTO ANDRE-RUA BERNARDINO DE CAMPOS,R BERNARDINO DE CAMPOS,65,,CENTRO,09015-010,SANTO ANDRE,SP,1968-03-22 00:00:00,11.0,30034828.0,9999970098.0,A9970098,3547809.0
60.701.190,406.0,61.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,447.0,SANTOS/MACUCO-SP,AV.PEDRO LESSA - 1.907,,,MACUCO,11025-003,SANTOS,SP,1967-01-03 00:00:00,11.0,30034828.0,9999970097.0,A9970097,3548500.0
60.701.190,408.0,23.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,440.0,SAO PAULO/LUIS GOIS,RUA LUIS GOES 1038,,,MIRANDOPOLIS,04043-100,SAO PAULO,SP,1967-02-24 00:00:00,11.0,30034828.0,9999970095.0,A9970095,3550308.0
60.701.190,409.0,4.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,465.0,SAO VICENTE-SP,RUA JOAO RAMALHO 625,,,CENTRO,11300-000,SAO VICENTE,SP,1958-08-05 00:00:00,11.0,30034828.0,9999970094.0,A9970094,3551009.0
60.701.190,410.0,48.0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,3724.0,APUCARANA/AV. CURITIBA,AV. CURITIBA  1240,,,CENTRO/BARRA FUNDA,86800-005,APUCARANA,PR,2001-07-23 00:00:00,11.0,30034828.0,9999970093.0,A9970093,4101408.0
