CNPJ,SEQUENCIAL_DO_CNPJ,DV_DO_CNPJ,NOME_INSTITUIÇÃO,SEGMENTO,CÓD_COMPE_AG,NOME_AGÊNCIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICíPIO,UF,DATA_INÍCIO,DDD,FONE,ID_INSTALAÇÃO,ID_INSTALAÇÃO_ESTBAN,MUNICIPIO_IBGE
00.360.305,1640.0,50.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1640.0,CALAFATE MG,RUA PLATINA NUM 1328,,,CALAFATE,30411-330,BELO HORIZONTE,MG,1989-06-01 00:00:00,31.0,33192700.0,9999989116.0,A9989116,3106200.0
00.360.305,1641.0,31.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1641.0,PADRE CAFE MG,RUA PADRE CAFE NUM 449,,,SAO MATEUS,36016-450,JUIZ DE FORA,MG,1989-06-01 00:00:00,32.0,32298060.0,9999989115.0,A9989115,3136702.0
00.360.305,1642.0,12.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1642.0,IBITURUNA MG,RUA ISRAEL PINHEIRO NUM 3295,,,CENTRO,35010-131,GOVERNADOR VALADARES,MG,1989-06-01 00:00:00,31.0,2162000.0,9999989114.0,A9989114,3127701.0
00.360.305,1643.0,1.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1643.0,GLORIA ES,AVENIDA CARLOS LINDENBERG NUM 1053,,,GLORIA,29122-355,VILA VELHA,ES,1989-06-01 00:00:00,27.0,33991643.0,9999989113.0,A9989113,3205200.0
00.360.305,1644.0,84.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1644.0,SCHARLAU RS,AVENIDA THOMAZ EDISON NUM 2744,,ESQUINA RUA PIO XI,SCHARLAU,93125-144,SAO LEOPOLDO,RS,1989-06-01 00:00:00,51.0,32043000.0,9999989112.0,A9989112,4318705.0
00.360.305,1645.0,65.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1645.0,ERICO VERISSIMO RS,AVENIDA DOUTOR CARLOS BARBOSA NUM 1059,,,MEDIANEIRA,90880-001,PORTO ALEGRE,RS,1989-06-01 00:00:00,51.0,32083400.0,9999989111.0,A9989111,4314902.0
00.360.305,1649.0,99.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1649.0,AV KENNEDY MA,AVENIDA KENNEDY NUM 1468,,,FATIMA,65030-001,SAO LUIS,MA,1989-06-01 00:00:00,98.0,2211400.0,9999989109.0,A9989109,2111300.0
00.360.305,1650.0,22.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1650.0,SHOPPING CENTER TIJUCA RJ,AVENIDA MARACANA NUM 987 LOJA 0038,,,TIJUCA,20511-000,RIO DE JANEIRO,RJ,1989-06-01 00:00:00,21.0,22044500.0,9999989108.0,A9989108,3304557.0
00.360.305,1651.0,3.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1651.0,IMPERIAL RJ,RUA DO IMPERADOR NUM 149/153,,,CENTRO,25620-002,PETROPOLIS,RJ,1989-06-01 00:00:00,24.0,22441550.0,9999989107.0,A9989107,3303906.0
00.360.305,1652.0,94.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1652.0,HIGIENOPOLIS SP,RUA DOUTOR VEIGA FILHO NUM 35,,,HIGIENOPOLIS,01229-001,SAO PAULO,SP,1982-06-28 00:00:00,11.0,34759800.0,9999989106.0,A9989106,3550308.0
00.360.305,1653.0,75.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1653.0,ITAIM PAULISTA SP,AVENIDA MARECHAL TITO NUM 4207,,,ITAIM PAULISTA,08115-100,SAO PAULO,SP,1982-06-28 00:00:00,11.0,35038300.0,9999989105.0,A9989105,3550308.0
00.360.305,1654.0,56.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1654.0,PLANALTO PAULISTA SP,AVENIDA INDIANOPOLIS NUM 2125,,,INDIANOPOLIS,04063-004,SAO PAULO,SP,1982-06-28 00:00:00,11.0,32997700.0,9999989104.0,A9989104,3550308.0
00.360.305,1655.0,37.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1655.0,SILVIO ROMERO SP,RUA SERRA DE BRAGANCA NUM 336,,,VILA GOMES CARDIM,03318-000,SAO PAULO,SP,1982-06-28 00:00:00,11.0,34759950.0,9999989103.0,A9989103,3550308.0
00.360.305,1656.0,18.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1656.0,CASA DE PEDRA SP,AVENIDA CORONEL SEZEFREDO FAGUNDES,2284,LOJA C,TUCURUVI,02306-002,SAO PAULO,SP,1982-06-28 00:00:00,11.0,34757800.0,9999989102.0,A9989102,3550308.0
00.360.305,1660.0,2.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1660.0,ITOUPAVA NORTE SC,RUA DOIS DE SETEMBRO NUM 3151,,,ITOUPAVA NORTE,89052-001,BLUMENAU,SC,1989-04-18 00:00:00,47.0,34881660.0,9999989100.0,A9989100,4202404.0
00.360.305,1662.0,66.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1662.0,OURO NEGRO SC,RUA SANTA CATARINA NUM 223 - TERREO,,,COMERCIARIO,88802-260,CRICIUMA,SC,1989-06-08 00:00:00,48.0,21011662.0,9999989098.0,A9989098,4204608.0
00.360.305,1663.0,47.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1663.0,CORAL SC,AVENIDA LUIS DE CAMOES NUM 575,,,CORAL,88523-000,LAGES,SC,1989-03-30 00:00:00,49.0,38021600.0,9999989097.0,A9989097,4209300.0
00.360.305,1667.0,70.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1667.0,PARC ROYAL MG,RUA DA BAHIA NUM 902,,,CENTRO,30160-011,BELO HORIZONTE,MG,1990-03-13 00:00:00,31.0,32171750.0,9999989095.0,A9989095,3106200.0
00.360.305,1668.0,51.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1668.0,ESPERANCA PB,RUA SOLON DE LUCENA NUM 90,,,CENTRO,58135-000,ESPERANCA,PB,1989-06-01 00:00:00,83.0,21419050.0,9999989094.0,A9989094,2506004.0
00.360.305,1671.0,57.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1671.0,PEDRO TAQUES PR,AVENIDA PEDRO TAQUES NUM 704,,,ZONA 03,87030-000,MARINGA,PR,1992-01-07 00:00:00,44.0,21031150.0,9999989093.0,A9989093,4115200.0
00.360.305,1676.0,61.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1676.0,AVENIDA MAJOR NICACIO SP,AVENIDA MAJOR NICACIO NUM 2680,,,VILA SANTA CRUZ,14403-460,FRANCA,SP,1997-07-01 00:00:00,16.0,37058500.0,9999989092.0,A9989092,3516200.0
00.360.305,1679.0,4.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1679.0,CARLOS SAMPAIO SP,AVENIDA PAULISTA NUM 302,,,BELA VISTA,01310-000,SAO PAULO,SP,1989-02-24 00:00:00,11.0,35036300.0,9999989090.0,A9989090,3550308.0
00.360.305,1681.0,29.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1681.0,COXIPO MT,AVENIDA FERNANDO CORREA DA COSTA N 2206,,,BOA ESPERANCA,78070-000,CUIABA,MT,1989-06-16 00:00:00,65.0,21237800.0,9999989089.0,A9989089,5103403.0
00.360.305,1685.0,52.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1685.0,BORDA DA MATA MG,PRACA ANTONIO MEGALE NUM 42,,,CENTRO,37564-000,BORDA DA MATA,MG,1989-06-01 00:00:00,35.0,34451420.0,9999989085.0,A9989085,3108305.0
00.360.305,1686.0,33.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1686.0,CONQUISTA MG,PRACA CEL. TANCREDO FRANCA NUM 5,,,CENTRO,38195-000,CONQUISTA,MG,1989-06-01 00:00:00,34.0,33532800.0,9999989084.0,A9989084,3118205.0
00.360.305,1687.0,14.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1687.0,MARIA DA FE MG,AVENIDA LUIZ CORREA CARDOSO NUM 81,,,CENTRO,37517-000,MARIA DA FE,MG,1989-06-01 00:00:00,35.0,6621548.0,9999989083.0,A9989083,3139904.0
00.360.305,1688.0,3.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1688.0,MONTE SIAO MG,RUA GETULIO VARGAS NUM 83,,,CENTRO,37580-000,MONTE SIAO,MG,1989-06-01 00:00:00,35.0,34651590.0,9999989082.0,A9989082,3143401.0
00.360.305,1695.0,24.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1695.0,MIGUEL SUTIL MT,RUA ESTRELA DO NORTE,674,,ARAES,78005-620,CUIABA,MT,1989-06-19 00:00:00,65.0,40092300.0,9999989079.0,A9989079,5103403.0
00.360.305,1696.0,5.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1696.0,ARCOS MG,AVENIDA GOVERNADOR VALADARES NUM 383,,,CENTRO,35588-000,ARCOS,MG,1989-06-01 00:00:00,37.0,33110050.0,9999989078.0,A9989078,3104205.0
00.360.305,1697.0,96.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1697.0,COROMANDEL MG,AVENIDA MUNICIPAL NUM 807,,,CENTRO,38550-000,COROMANDEL,MG,1989-06-01 00:00:00,34.0,38417400.0,9999989077.0,A9989077,3119302.0
00.360.305,1698.0,77.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1698.0,MATEUS LEME MG,AVENIDA GETULIO VARGAS NUM 367,,,CENTRO,35670-000,MATEUS LEME,MG,1989-06-01 00:00:00,31.0,5351266.0,9999989076.0,A9989076,3140704.0
00.360.305,1699.0,58.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1699.0,PARAISOPOLIS MG,RUA BUENO DE PAIVA NUM 408,,,CENTRO,37660-000,PARAISOPOLIS,MG,1989-06-01 00:00:00,35.0,36511165.0,9999989075.0,A9989075,3147303.0
00.360.305,1700.0,26.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1700.0,PITANGUI MG,RUA DO PILAR NUM 118,,,CENTRO,35650-000,PITANGUI,MG,1989-06-01 00:00:00,37.0,32710900.0,9999989074.0,A9989074,3151404.0
00.360.305,1701.0,7.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1701.0,MARIANA MG,AVENIDA SALVADOR FURTADO NUM 13,,,CENTRO,35420-000,MARIANA,MG,1989-06-01 00:00:00,31.0,5571500.0,9999989073.0,A9989073,3140001.0
00.360.305,1707.0,0.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1707.0,PRACA SECA RJ,PRACA SECA NUM 7,,,PRACA SECA,21321-010,RIO DE JANEIRO,RJ,1991-03-01 00:00:00,21.0,24644250.0,9999989069.0,A9989069,3304557.0
00.360.305,1708.0,83.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1708.0,ARROIO DO MEIO RS,RUA JOAO CARLOS MACHADO NUM 961,,,CENTRO,95940-000,ARROIO DO MEIO,RS,1989-06-01 00:00:00,51.0,37169100.0,9999989068.0,A9989068,4301008.0
00.360.305,1709.0,64.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1709.0,ARVOREZINHA RS,RUA PEDRO MARTINS NUM 256,,,CENTRO,95995-000,ARVOREZINHA,RS,1989-06-01 00:00:00,51.0,37722222.0,9999989067.0,A9989067,4301404.0
00.360.305,1711.0,89.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1711.0,CRUZEIRENSE RS,RUA GENERAL NETO NUM 286,,,CENTRO,95930-000,CRUZEIRO DO SUL,RS,1989-06-01 00:00:00,51.0,37644000.0,9999989066.0,A9989066,4306205.0
00.360.305,1712.0,60.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1712.0,CAMPINAS DO SUL RS,AVENIDA JOAQUIM MAURICIO CARDOSO N 606,,,CENTRO,99660-000,CAMPINAS DO SUL,RS,1989-06-01 00:00:00,54.0,33661458.0,9999989065.0,A9989065,4303806.0
00.360.305,1719.0,36.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1719.0,AV DA SAUDADE SP,AVENIDA DA SAUDADE NUM 805,,,PONTE PRETA,13041-670,CAMPINAS,SP,1997-07-01 00:00:00,19.0,21395200.0,9999989060.0,A9989060,3509502.0
00.360.305,1721.0,50.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1721.0,CAMPESTRE MG,AVENIDA CEL. JOSE CUSTODIO NUM 228,,,CENTRO,37730-000,CAMPESTRE,MG,1989-06-01 00:00:00,35.0,37434350.0,9999989059.0,A9989059,3111002.0
00.360.305,1727.0,46.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1727.0,ROCA SALES RS,AVENIDA GENERAL DALTRO FILHO,914,SALA 03,CENTRO,95735-000,ROCA SALES,RS,1989-06-01 00:00:00,51.0,37532256.0,9999989057.0,A9989057,4315800.0
00.360.305,1728.0,27.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1728.0,VIADUTOS RS,AVENIDA INDEPENDÊNCIA,456,,CENTRO,99820-000,VIADUTOS,RS,1989-06-01 00:00:00,54.0,3951105.0,9999989056.0,A9989056,4322905.0
00.360.305,1733.0,94.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1733.0,SHOPPING JARDINS SE,AVENIDA MINISTRO GERALDO BARRETO SOBRAL,215,LOJA 54,JARDINS,49026-900,ARACAJU,SE,1989-06-01 00:00:00,79.0,32259400.0,9999989054.0,A9989054,2800308.0
00.360.305,1734.0,75.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1734.0,SAO JOSE DO CALCADO ES,RUA FRANCISCO NUNES DE MORAES NUM 37,,,CENTRO,29470-000,SAO JOSE DO CALCADO,ES,1989-06-01 00:00:00,27.0,5561251.0,9999989053.0,A9989053,3204807.0
00.360.305,1735.0,56.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1735.0,BOM JESUS DE GOIAS GO,RUA DOIS NUM 94,,,CENTRO,75570-000,BOM JESUS DE GOIAS,GO,1989-06-01 00:00:00,62.0,36081394.0,9999989052.0,A9989052,5203500.0
00.360.305,1737.0,18.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1737.0,MIRACEMA DO TOCANTINS TO,RUA VINTE E CINCO DE AGOSTO NUM 716,,,CENTRO,77650-000,MIRACEMA DO TOCANTINS,TO,1989-07-06 00:00:00,63.0,33661361.0,9999989050.0,A9989050,1713205.0
00.360.305,1739.0,80.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1739.0,TROPICAL MA,AVENIDA COLARES MOREIRA NUM 444,,MONUMENTAL,JARDIM  RENASCENCA,65075-441,SAO LUIS,MA,1989-04-21 00:00:00,98.0,2351422.0,9999989048.0,A9989048,2111300.0
00.360.305,1740.0,13.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1740.0,MEDINA MG,RUA FRANCISCO NEIVA NUM 26,,,CENTRO,39620-000,MEDINA,MG,1989-06-01 00:00:00,33.0,37533200.0,9999989047.0,A9989047,3141405.0
00.360.305,1742.0,85.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1742.0,SABARA MG,RUA BORBA GATO NUM 45,,,CENTRO,34505-830,SABARA,MG,1989-06-01 00:00:00,31.0,36794000.0,9999989045.0,A9989045,3156700.0
00.360.305,1745.0,28.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1745.0,SALTO DA DIVISA MG,RUA DIREITA NUM 68,,,CENTRO,39925-000,SALTO DA DIVISA,MG,1989-06-01 00:00:00,33.0,37251280.0,9999989043.0,A9989043,3157104.0
00.360.305,1746.0,9.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1746.0,PAMPULHA MG,AVENIDA PRESIDENTE ANTONIO CARLOS,7636,,SAO LUIZ,31270-672,BELO HORIZONTE,MG,1989-12-01 00:00:00,31.0,34483200.0,9999989042.0,A9989042,3106200.0
00.360.305,1747.0,90.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1747.0,LUZ MG,RUA CEL. JOSE TOMAZ NUM 530,,,CENTRO,35595-000,LUZ,MG,1989-06-01 00:00:00,37.0,34216100.0,9999989041.0,A9989041,3138807.0
00.360.305,1748.0,70.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1748.0,PRATAPOLIS MG,RUA ARTHUR BERNARDES NUM 527,,,CENTRO,37970-000,PRATAPOLIS,MG,1989-06-01 00:00:00,35.0,35333200.0,9999989040.0,A9989040,3152907.0
00.360.305,1749.0,51.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1749.0,ANANINDEUA PA,RODOVIA BR-316 KM 9 - N 1667,,,CENTRO,67030-007,ANANINDEUA,PA,1988-01-18 00:00:00,91.0,32898600.0,9999989039.0,A9989039,1500800.0
00.360.305,1756.0,80.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1756.0,AV CENTER PR,AVENIDA SAO PAULO NUM 458,,,ZONA 01,87013-040,MARINGA,PR,1989-11-10 00:00:00,44.0,21031250.0,9999989036.0,A9989036,4115200.0
00.360.305,1757.0,61.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1757.0,NOVA RUSSIA PR,AVENIDA DOM PEDRO II NUM 649,,,NOVA RUSSIA,84053-000,PONTA GROSSA,PR,1990-10-23 00:00:00,42.0,21017300.0,9999989035.0,A9989035,4119905.0
00.360.305,1761.0,48.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1761.0,UNISINOS RS,AV UNISINOS NUM 950,,,SAO JOAO BATISTA,93022-970,SAO LEOPOLDO,RS,1998-05-22 00:00:00,51.0,32043450.0,9999989032.0,A9989032,4318705.0
00.360.305,1762.0,29.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1762.0,BUTIA RS,AVENIDA LEANDRO DE ALMEIDA NUM 650,,,CENTRO,96750-000,BUTIA,RS,1989-06-01 00:00:00,51.0,6521388.0,9999989031.0,A9989031,4302709.0
00.360.305,1763.0,0.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1763.0,FELIZ RS,RUA SANTA CATARINA NUM 361,,,CENTRO,95770-000,FELIZ,RS,1989-06-01 00:00:00,51.0,36374300.0,9999989030.0,A9989030,4308102.0
00.360.305,1765.0,71.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1765.0,IVOTI RS,AVENIDA PRESIDENTE LUCENA NUM 3040,,,CENTRO,93900-000,IVOTI,RS,1989-06-01 00:00:00,51.0,33935150.0,9999989029.0,A9989029,4310801.0
00.360.305,1767.0,33.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1767.0,PORTAO DO SUL RS,AV BRASIL,599,,CENTRO,93180-000,PORTAO,RS,1989-06-01 00:00:00,51.0,37787400.0,9999989028.0,A9989028,4314803.0
00.360.305,1769.0,3.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1769.0,ROLANTE RS,RUA PEDRO SCHNEIDER NUM 295,,,CENTRO,95690-000,ROLANTE,RS,1989-06-01 00:00:00,51.0,35471117.0,9999989027.0,A9989027,4316006.0
00.360.305,1771.0,10.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1771.0,SANTO CRISTO RS,RUA AMANDAU NUM 118,,,CENTRO,98960-000,SANTO CRISTO,RS,1989-06-01 00:00:00,55.0,35413200.0,9999989026.0,A9989026,4317905.0
00.360.305,1782.0,72.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1782.0,CORUPA SC,AVENIDA GETULIO VARGAS NUM 538,,,CENTRO,89278-000,CORUPA,SC,1989-06-01 00:00:00,47.0,33756300.0,9999989022.0,A9989022,4204509.0
00.360.305,1784.0,34.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1784.0,PALHOCA SC,AVENIDA BARAO DO RIO BRANCO NUM 51,,,CENTRO,88130-101,PALHOCA,SC,1989-10-01 00:00:00,48.0,32027500.0,9999989020.0,A9989020,4211900.0
00.360.305,1785.0,15.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1785.0,ICARA SC,RUA IPIRANGA NUM 470,,,CENTRO,88820-000,ICARA,SC,1989-06-01 00:00:00,48.0,21021785.0,9999989019.0,A9989019,4207007.0
00.360.305,1788.0,68.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1788.0,MORRO DA FUMACA SC,AVENIDA CELESTE RECCO NUM 150,,,CENTRO,88830-000,MORRO DA FUMACA,SC,1989-06-01 00:00:00,48.0,34346300.0,9999989017.0,A9989017,4211207.0
00.360.305,1791.0,63.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1791.0,FRAIBURGO SC,RUA PE. BIAGIO SIMONETTI NUM 201,,,CENTRO,89580-000,FRAIBURGO,SC,1989-06-01 00:00:00,49.0,32469700.0,9999989015.0,A9989015,4205506.0
00.360.305,1792.0,44.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1792.0,CIDADE DE PENHA SC,RUA ANTONIO JOAQUIM TAVARES NUM 194,,,CENTRO,88385-000,PENHA,SC,1989-06-01 00:00:00,47.0,32618000.0,9999989014.0,A9989014,4212502.0
00.360.305,1795.0,97.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1795.0,TIJUCAS SC,RUA FLORIANOPOLIS NUM 191,,,CENTRO,88200-000,TIJUCAS,SC,1989-06-01 00:00:00,48.0,33451795.0,9999989012.0,A9989012,4218004.0
00.360.305,1810.0,60.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1810.0,IGUAPE SP,AVENIDA ADHEMAR DE BARROS NUM 388,,,CENTRO,11920-000,IGUAPE,SP,1989-06-01 00:00:00,13.0,38489200.0,9999989006.0,A9989006,3520301.0
00.360.305,1813.0,3.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1813.0,FARIA LIMA SP,AVENIDA BRIGADEIRO FARIA LIMA NUM 1355,,,PINHEIROS,01452-919,SAO PAULO,SP,1989-07-07 00:00:00,11.0,35211850.0,9999989004.0,A9989004,3550308.0
00.360.305,1814.0,94.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1814.0,AV CILLOS SP,AVENIDA DE CILLO NUM 1600,,,CIDADE JARDIM I,13466-550,AMERICANA,SP,1997-07-01 00:00:00,19.0,21092350.0,9999989003.0,A9989003,3501608.0
00.360.305,1816.0,56.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1816.0,GRANJA JULIETA SP,AVENIDA SANTO AMARO NUM 7237,,,GRANJA JULIETA,04701-200,SAO PAULO,SP,1989-08-30 00:00:00,11.0,34753401.0,9999989001.0,A9989001,3550308.0
00.360.305,1817.0,37.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1817.0,TREMEMBE SP,PRACA GERALDO COSTA NUM 10,,,CENTRO,12120-000,TREMEMBE,SP,1989-06-01 00:00:00,12.0,34114350.0,9999989000.0,A9989000,3554805.0
00.360.305,1818.0,18.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1818.0,JOAO PINHEIRO MG,PRACA CORONEL HERMOGENES NUM 301,,,CENTRO,38770-000,JOAO PINHEIRO,MG,1982-11-06 00:00:00,38.0,35617400.0,9999988999.0,A9988999,3136306.0
00.360.305,1820.0,32.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1820.0,SAO GOTARDO MG,PRACA SAO SEBASTIAO NUM 128,,,CENTRO,38800-000,SAO GOTARDO,MG,1982-10-18 00:00:00,34.0,36719600.0,9999988997.0,A9988997,3162104.0
00.360.305,1823.0,85.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1823.0,CACOAL RO,AVENIDA PORTO VELHO NUM 2301,,,CENTRO,76963-887,CACOAL,RO,1982-12-17 00:00:00,69.0,34162100.0,9999988994.0,A9988994,1100049.0
00.360.305,1824.0,66.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1824.0,JI-PARANA RO,AVENIDA MARECHAL RONDON NUM 486,,,CENTRO,76900-036,JI-PARANA,RO,1982-12-17 00:00:00,69.0,34110500.0,9999988993.0,A9988993,1100122.0
00.360.305,1825.0,47.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1825.0,VILHENA RO,AVENIDA MAJOR AMARANTE NUM 3271,,,CENTRO (S-01),76980-153,VILHENA,RO,1982-12-16 00:00:00,69.0,33169200.0,9999988992.0,A9988992,1100304.0
00.360.305,1826.0,28.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1826.0,SANTA TERESA ES,RUA RICARDO PASOLINI NUM 63,,,CENTRO,29650-000,SANTA TERESA,ES,1982-10-20 00:00:00,27.0,32593800.0,9999988991.0,A9988991,3204609.0
00.360.305,1827.0,9.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1827.0,PIRES DO RIO GO,PC GALDENCIO RINCOM SEGOVIA 04 A,,,CENTRO,75200-000,PIRES DO RIO,GO,1982-10-22 00:00:00,64.0,34611597.0,9999988990.0,A9988990,5217401.0
00.360.305,1829.0,70.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1829.0,PORTO NACIONAL TO,AVENIDA LUIZ LEITE RIBEIRO NUM 1437,,,SETOR AEROPORTO,77500-000,PORTO NACIONAL,TO,1982-10-28 00:00:00,63.0,33631201.0,9999988989.0,A9988989,1718204.0
00.360.305,1830.0,4.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1830.0,SALINAS MG,RUA RAUL SOARES NUM 80,,,CENTRO,39560-000,SALINAS,MG,1982-10-21 00:00:00,38.0,38417450.0,9999988988.0,A9988988,3157005.0
00.360.305,1831.0,95.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1831.0,ARIQUEMES RO,ALAMEDA DO IPE NUM 1907,,,SETOR 1,76870-074,ARIQUEMES,RO,1989-06-01 00:00:00,69.0,35162200.0,9999988987.0,A9988987,1100023.0
00.360.305,1836.0,8.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1836.0,ICONHA ES,AVENIDA CEL. ANTONIO DUARTE NUM 223,,,CENTRO,29280-000,ICONHA,ES,1989-06-01 00:00:00,28.0,35373300.0,9999988985.0,A9988985,3202603.0
00.360.305,1839.0,42.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1839.0,CALDAS NOVAS GO,AVENIDA CORONEL BENTO DE GODOY Q 15,,LOTE 09,CENTRO,75680-021,CALDAS NOVAS,GO,1989-06-01 00:00:00,62.0,34547300.0,9999988983.0,A9988983,5204508.0
00.360.305,1842.0,48.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1842.0,APINAJES GO,AVENIDA T 4 Q 169-A - LOTES 3/7,,ESQ COM AVENIDA T-14,SETOR BUENO,74230-030,GOIANIA,GO,1988-10-03 00:00:00,62.0,27649100.0,9999988980.0,A9988980,5208707.0
00.360.305,1845.0,90.0,CAIXA ECONOMICA FEDERAL,Caixa Econômica Federal,1845.0,NIQUELANDIA GO,AVENIDA SETE DE SETEMBRO NUM 85,,,CENTRO,76420-000,NIQUELANDIA,GO,1989-06-01 00:00:00,62.0,33541382.0,9999988977.0,A9988977,5214606.0
